tweet,date,Agent,Role
"‼️to be deleted‼️

Hanggang dito lang muna po
 I'll post updates bukas. &lt;3 Thank you for being patient with me. Love na love ko kayo! Baka next week din tapos na tong au :(( ILY!❤️

ps: the gif is a spoiler.
pps: pls like and interact with the twts. https://t.co/2Zm7S6berC",2021-09-29 12:46:26,Kayo,Initiator
"At syempre sa aming, Maxpein Del Valle at Deib Lhor Enrile, thank you for giving justice to the characters. D’ best kayo! Mahal na mahal ko kayo, at super proud ako sainyo!! Continue to shine the brightest, DonBelle🖤❤️

HIHVeniceTVAwards NOMINEE
#DonBelle #DONBELLEmpire https://t.co/Dc9fjN6bDb",2021-09-29 12:44:44,Kayo,Initiator
"Master ellie when po kayo update? Because its been 100th lit i re read first lady and waiting for an update?  I a… — babi first lady is finished na!! hehe check mo lang thread baka naputol,, as for parfait.. im working on it. than… https://t.co/nM0v7CgsUk",2021-09-29 12:44:35,Kayo,Initiator
"wait wdym there are actual people complaining that the giveaway accounts are not doing enough 😭 damn the audacity...

bat po ang kakapal ng mukha nyo kayo na nga tong nanlilimos grabe",2021-09-29 12:44:26,Kayo,Initiator
"up!!! bili na kayo &lt;333 
will do g/a if all set taken hshshhs https://t.co/ak7wVpkrkA",2021-09-29 12:44:26,Kayo,Initiator
"Anyways, goodevening and goodnight! Ingat kayo lagi. 😄",2021-09-29 12:44:09,Kayo,Initiator
"budget-friendly na grammarly account po kayo d'yan, mura lang po dito sa'min kaya bili na po kayooo 😙👈

🏷️ grammarly grammarly premium grammarly account gram gram account gram premium murang grammarly cheap grammarly affordable grammarly https://t.co/HB5ZjwGKLd",2021-09-29 12:43:09,Kayo,Initiator
me is kinikilig ksjsjsjjsjsdk omg kayo thanks for the 215 likes huhu https://t.co/r2gTsM24xC,2021-09-29 12:42:52,Kayo,Initiator
"Good evening, sana kumain na kayo - ken

look at this man he really loves his fans

@SB19Official #KENTIN #SB19",2021-09-29 12:42:50,Kayo,Initiator
"WTB/LFS Aespa Case ver and Photobook ver hopefully long DOP sana or smth offer lang kayo

Budget maybe 600-650 each or less idk offer lang hehe

*still canvassing, not sure if ill get 2 versions",2021-09-29 12:41:59,Kayo,Initiator
"@garryhurkens Gonna miss it in Australia as well.
The ESPN app and website will replace https://t.co/VWkndnW5NF here, but only for paid TV subscribers (Foxtel, Fetch) not streaming service customers like Kayo which is owned by Foxtel.",2021-09-29 12:41:33,Kayo,Initiator
Sana happy kayo. God bless you all 🙏,2021-09-29 12:41:16,Kayo,Initiator
"@aieos @KrissyAchino sorry for promoting po but i'm a student seller po, dm nalang po if may want po kayo! tysm poo🥺 https://t.co/UiqU2AsQKt",2021-09-29 12:40:13,Kayo,Initiator
@hobicarts hobi peaches with free message card for 350 baka po interested kayo ^^,2021-09-29 12:36:26,Kayo,Initiator
"@mikslmnc sorry for promoting po but i'm a student seller po, dm nalang po if may want po kayo! tysm poo🥺 https://t.co/UiqU2AsQKt",2021-09-29 12:36:20,Kayo,Initiator
"Whew! When this will end? They have been killing the local industries . Rice, hogs, fish  &amp; now they are into imported veggies.

Di pa ba kayo galit? Dehado talaga ang Pinoy! https://t.co/RbUsvm2Hj5",2021-09-29 12:36:11,Kayo,Initiator
"I know I’m mean and bad and stuoid but if people will just do their jobs right, 

EDI SANA DI KO KAYO INAALL CAPS HAHAHAHAHAHAHAHAHAHAHA 

What are you, grade schoolers ???",2021-09-29 12:35:04,Kayo,Initiator
"i might stan many groups but no one compares, u stand alone to every record i own. aking paraluman, home and comfort. mananatiling kayo palagi. https://t.co/R9QwcCqLjs",2021-09-29 12:34:55,Kayo,Initiator
"Honestly annoyed how people in my university suck at speaking in Filipino. And it's not even cuz they're non-Tagalog.

Iskolar ng bayan pero di n'yo kabisado sariling wika? 🤧

""But it's not our fault our parents raised us like this"" okay pero college na kayo, in a university— https://t.co/A7cg2SxJM5",2021-09-29 12:34:32,Kayo,Initiator
"When they first worry about us 🤧
Parehas tayong puyat niyan 
Pero it's all worth it naman ,performance niyo palang PANALO na kayo..
Just don't think about grammys now 
your more than worth for us than their awards 💜@BTS_twt https://t.co/MBFqdg2oH5",2021-09-29 12:34:25,Kayo,Initiator
"guys engage kayo kay grab, show our power",2021-09-29 12:33:07,Kayo,Initiator
"@BondelleBubble ...you'll just miss her so much to the point that you're quite happy being sick, hope you'll get well soon, ingat kayo ni mama mo po, GODbless 💕",2021-09-29 12:32:51,Kayo,Initiator
"bartleby account po kayo d'yan, for only ₱50, unli unlocks w/ 30 questions na po ito, dm us now to avail 😁✨

🏷️ bartleby bartleby account bartleby premium bartleby premium account cheap bartleby affordable bartleby mirang bartleby bartleby unlock murang bartleby unlock https://t.co/IzEMySRXmA",2021-09-29 12:32:12,Kayo,Initiator
"@kameeeely Hi @kameeeely. Thank you for bringing this to our attention. May we ask, are you experiencing a power outage as of this moment? Kung oo, hayaan ninyong tulungan namin kayo.",2021-09-29 12:30:01,Kayo,Initiator
watch na kayo guys super exposed!! @iamyumigarcia  @charlizerparas https://t.co/9Qt12tBXGM,2021-09-29 12:29:16,Kayo,Initiator
@ValorINTEL Yall said that when kayo came out,2021-09-29 12:29:09,Kayo,Initiator
"I have done something I didn't know I would do. Baka trip ko lang ma-experience ito.

Drop na kayo ng message sa sayout ko! 
https://t.co/zeRAIf6LbM",2021-09-29 12:28:35,Kayo,Initiator
"@KajjaShopPH @treasuremembers You guys are always making me happy, mahal na mahal ko kayo kahit ang mahal n'yong mahalin hahahah. I hope I'll be able to see and be with you all at your very special day. ILY 💗 @treasuremembers https://t.co/r9cGkjjLxb",2021-09-29 12:28:07,Kayo,Initiator
good evening moots ko !! musta na kayo? i wanna hear about how your days went!! chika tayo!! &lt;33,2021-09-29 12:25:41,Kayo,Initiator
@myhyuckleberry posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:25:08,Kayo,Initiator
@jinbibi2 posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:24:50,Kayo,Initiator
@14O3cart posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:24:42,Kayo,Initiator
@kangajist posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:24:31,Kayo,Initiator
This straight up bring me back to B's (i forgot if it is B or Vern)  statement na Ron maybe careless but Jacob is smart. Hmmm👀👀 sana di kayo mahirapan kay Jacob.  Maybe Nadine will play a big a part in that start up company.  Who knows? https://t.co/jM1IsYEX7S,2021-09-29 12:24:18,Kayo,Initiator
@tyjncart posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:24:10,Kayo,Initiator
@sonucarteu posted the forms na po if ever interested kayo! https://t.co/1X4496wRhl,2021-09-29 12:24:02,Kayo,Initiator
"happy 8th again my happiness, @ofcbgyo_members! i hope in the coming days, months and yrs makilala na kayo ng gp! can't really wait for the casuals na ma-appreciate kayo. no worries, we'll continue introducing u to them! aaaa we got u — ur dedicated fandom (^_~)",2021-09-29 12:21:33,Kayo,Initiator
"saying u say it to every ship when u said mag ""deactivate muna kayo pls""  op doesn't even know u and u expect for them to understand ur twisted humor? pls, ur obviously trying to stir shit, papansin.",2021-09-29 12:20:14,Kayo,Initiator
"hay nako blinkeus di ko inakala na ganun pala kayo ka--- I wouldn't say ""bobo"" that's a strong insult--- delusional? too wrapped up in your own fangirl/fanboy fantasies? unable to have polite and educated arguments with people from other fandoms?? ang dali lang naman igrasp eh.",2021-09-29 12:20:07,Kayo,Initiator
"@HirotakaLauv @belphag0d Kapag streamer na si mama rae, ""Hello guys! Please share our stream in public and comment !notify para ma-update kayo everytime maglalive ako! Thank you""",2021-09-29 12:18:34,Kayo,Initiator
"reachout poh kayo sakin if u need help w anything that is related w math,, it'll help me be distracted from my bigass problems that im not ready 2 deal, pls  :((

i help u 🤝 i get 2 b distracted

winwin situation poh mwshshhsh",2021-09-29 12:18:19,Kayo,Initiator
"sali pa kayo guys, picking the winner tonight 😊 https://t.co/jPQFeMl51k",2021-09-29 12:16:28,Kayo,Initiator
"Sissys: making sure to drop the appropriate tag alternately! Hahaha 

Kayo din b?! Lavarn famdom!!! 

ELIJAH ON LETSTALKBL",2021-09-29 12:15:16,Kayo,Initiator
"Scam kayo @SKYserves ur internet only works on phone but not on laptops. Works fine when troubleshoot PERO PLS I dont want to always troubleshoot modem to laptop evry single time. Nakakapagod at nakakaabala.

My laptop works faster pa connected to mobile hotspot than ur service.",2021-09-29 12:14:58,Kayo,Initiator
Sealed albums to guys so join na kayo! No more sana all sa winner(s?) 😉 https://t.co/RSYN14wAuM,2021-09-29 12:14:51,Kayo,Initiator
"Kindly visit MUPH fb page, like &amp; comment po kayo:)💋❤

#KissesDelavin
#KissesForTheCrown 
#Kisses4Universe https://t.co/kAtvioFCd9",2021-09-29 12:14:24,Kayo,Initiator
"As someone who knows the OP, I can attest on his humour. Ganito siya talaga.

Kayo naman, hating where there shouldn’t be one. It was a harmless joke.

Cut some slack, mga bading. 😅 https://t.co/wZyOmn1lNN",2021-09-29 12:12:07,Kayo,Initiator
"@acetwtts @SB19Official To may Angry Sisiw fam, thank you for being part of my journey as an A'tin and as an individual. Mahal na mahal ko kayo. More bardagulan to come emz ksksks

@SB19Official #SB19",2021-09-29 12:10:14,Kayo,Initiator
"I'm late. Sorry na agad. Nag dinner na ba kayo guys? 

ELIJAH ON LETSTALKBL",2021-09-29 12:10:13,Kayo,Initiator
what’s with the comparison nanaman sa album design 🧍🏻‍♀️they both have diff concepts and both of them aced it :/ sa inclusion kayo mainis wag sa design hays,2021-09-29 12:09:47,Kayo,Initiator
Open to all medical students in the PH! 😉 sali na kayo!! https://t.co/4AzyBICxlW,2021-09-29 12:09:40,Kayo,Initiator
"Don't pressure yourself po, ud po kayo if you're free and kayang mag ud. Take your time po, take a rest and don't… — thank u so much, i needed this rn 🥺 i think i won’t be able to update this week but i’ll try if if have free tim… https://t.co/ksqDZjPvMH",2021-09-29 12:09:08,Kayo,Initiator
"@guiguigives how many have i mentioned.....pls help me friends, plus points kayo sa langit",2021-09-29 12:09:08,Kayo,Initiator
@alxndr_smbly @vernetteann Happy twitch anniv to this homie of mine &lt;3333  I'm more than glad nakilala kita and who would've thought magiging ka vibe ko kayo mga geeks &lt;3!!,2021-09-29 12:09:02,Kayo,Initiator
okay approve ko kayo this time https://t.co/Ij9gxgOPpk,2021-09-29 12:07:41,Kayo,Initiator
@ajohntheace @dokyeoj hugsss guys gusto ko kayo samahan pero i am a mother before i am an exploited employee,2021-09-29 12:07:12,Kayo,Initiator
"pls it doesn't matter to me, im not uncomf with y'all calling me mare kahit mas bata kayo saken or curse at me kaya feel free to be comfortable communicating with me hehe https://t.co/X98JIdzl10",2021-09-29 12:06:42,Kayo,Initiator
"@stolzy31 Hey Paul, no word yet on if this will be available on demand on Kayo. We'll be sure to pass on your feedback...",2021-09-29 12:06:29,Kayo,Initiator
@unordinaremi thank you po!!! rest din kayo sana in between,2021-09-29 12:05:50,Kayo,Initiator
"also, TYSM sa lahat ng naka trade (and bought) ko this month of sept 😭😭 di ko na kayo lahat ma tag and idk if complete to but TYSM 😭😭😍😍😍😍 #inthiabudols https://t.co/EzcIVrMPBn",2021-09-29 12:05:28,Kayo,Initiator
@BTS_twt GRABE KAYO 1 MILLION IN 1 HOUR???,2021-09-29 12:04:56,Kayo,Initiator
I'll give you 1m pag sumagot kayo https://t.co/YINO9lBbCz,2021-09-29 12:04:43,Kayo,Initiator
"@tey02148 @SB19Official Uwu, thank you po for this. Ingat din po kayo lagi and Godbless. 💛

@SB19Official #SB19",2021-09-29 12:04:36,Kayo,Initiator
"naka-encounter na ba kayo ng ""CLOSED"" pero may exemption??? HAHAHA HERE'S THE CHIKA ~

I have these two clients na nag inquire na before pa to ask about my service and then they came backk! So yo girl has secured two commissions tonight - TAPOS the other client gave me a tip pa😭 https://t.co/rUiLiPgVr5",2021-09-29 12:04:14,Kayo,Initiator
OMG YES MAG-USAP KAYO ABT BOOKS ❤️ https://t.co/obBhS0j2iR,2021-09-29 12:03:56,Kayo,Initiator
"suggest naman kayo jeongchan aus, ongoing or finished 👈👉",2021-09-29 12:03:49,Kayo,Initiator
"Kyle ang chin went through a lot . And even at the worst moments they stay positive and strong for what they have now,i know that everything happens for a reason and marami pa kayong magagawa ng magkasama,marami pa kaming gustong i look forward kasama kayo.@kyle_echarri https://t.co/IlCcnJDwNv",2021-09-29 12:03:10,Kayo,Initiator
"Anyone interested? Will post this soon. Pwede na din mag DM if may gusto kayo. 
Here is the price list: 
https://t.co/j7dFktatMe https://t.co/4v2yr0L4Ii",2021-09-29 12:01:47,Kayo,Initiator
"@thisisnomnom awww ma, they’ll understand naman yan ma, you have your own life and other people you want to be with. It doesn’t make you a bad child for not bring them with you at magcecelebrate naman uli kayo some other time. It’s your day, have some fun 😊 sorry fc napacomment 😅",2021-09-29 12:01:03,Kayo,Initiator
Weverse please magrestock kayo Enhypen Card Wallet 😭,2021-09-29 12:00:45,Kayo,Initiator
Thank you my babies.💜 laham ko kayo tmtm,2021-09-29 12:00:06,Kayo,Initiator
"hi! ask ko lang po if nakapagsend na po kayo nung confirmation of payment + pooling form or sa saturday pa po? th… — i’ve sent half of the confirmations, will resume sending tomorrow. apologies:( super busy w work lately😣 https://t.co/GH0Qao2puJ",2021-09-29 11:58:26,Kayo,Initiator
Tomorrow is the last day for the old price of hybe artists lightstick kuha na po kayo,2021-09-29 11:57:19,Kayo,Initiator
"+ we can write wonderful stories without any smut. Please, to all minor writers, wag muna kayo magsulat ng erotic/smut stories. I don't want to ruin your confidence in writing but I just want educate everyone.",2021-09-29 11:56:38,Kayo,Initiator
"Hi @donnypangilinan and @bellemariano02, request lang pag free kayo, pwedeng gawin yung make-up/hair challenge? Dons, do Belle's make-up then Belle groom Dons' hair... Preetttyyy pleassseee 🤩🤩🤩🥰🥰🥰

#DonBelle
#DONBELLEmpire https://t.co/pXTVSJkYfE",2021-09-29 11:56:25,Kayo,Initiator
good evening lomls! eat na kayo &lt;3,2021-09-29 11:56:13,Kayo,Initiator
i dont like to interfere but these stans are really crossing the line and being so mean towards my sis all because they cannot comprehend??? they are just clearly jumping on the hate trend without even understanding. baka kayo ang mga tanga?,2021-09-29 11:56:06,Kayo,Initiator
The amount of toxic gnshn players leaving bad reviews on games that aint even from the same company and not even remotely related to gnshn is appalling. Like is this some kind of joke? Are yall trolling? Or “kulang kayo sa aruga ng magulang”,2021-09-29 11:55:57,Kayo,Initiator
LF: Officers for the Ministry of Ecology. DM lang kayo! ❤,2021-09-29 11:55:36,Kayo,Initiator
"Remember that there's always a perfect timing in everything. Not because they are working &amp; earning money now, doesn't mean na na-leleft behind na kayo. It simply means that there are other things that you should focus more on instead of thinking that you are a disappointment.",2021-09-29 11:55:03,Kayo,Initiator
@ahngyeoulhaseyo atleast my own version kayo 😂,2021-09-29 11:54:16,Kayo,Initiator
"hi PH MYs,

now the album details are out. i'll buy someone ng isang album ( any version )

just follow, retweet this ( i'll follow back ) para moots tayo 🤗

ps. kayo po yung mag-oorder sa ph go store na gusto niyo, i'll give you the money thru gcash. 

goodluck!! https://t.co/EjQLxuH7Ax",2021-09-29 11:53:53,Kayo,Initiator
what if tae is done with his mixtape? 🤔 emz hahaha. drawing in ten minutes while having dinner! kaen na din kayo 🥰,2021-09-29 11:51:23,Kayo,Initiator
"😭😭😭 u worked hard for today kids ,kain na kayo @treasuremembers https://t.co/Ka9qVvraXL",2021-09-29 11:49:21,Kayo,Initiator
"@AgassiChing @jaiyieee sorry for promoting po but i'm a student seller po, dm nalang po if may want po kayo! tysm poo🥺 https://t.co/UiqU2AsQKt",2021-09-29 11:48:37,Kayo,Initiator
Thank u for this day laham ko kayo palagi thank u for making me happy always🥺❤️ https://t.co/VcVfYgiGcQ,2021-09-29 11:47:24,Kayo,Initiator
@xiaoth1ngs THE BEST PADIN KAYO EME EME,2021-09-29 11:46:55,Kayo,Initiator
BEFORE I FORGET! LAST DAY TOM!!! HABOL KAYO FOR BATCH 2 ❗️❗️❗️ https://t.co/EQKEaSjDSV,2021-09-29 11:46:02,Kayo,Initiator
